family,vocal_id,instr_id,transposition,n_anchors,q1a_leapstep_asym,q1b_repins_vocal,q1b_repins_instr,q1b_repins_asym,q2_ins_rate_vocal,q2_ins_rate_instr,q2_len_diff,q2_gap_asym,q3_prerun_gap_minus_nongap,q4_register_slope,q5_beatstrength_rel,q5_phrase_end_coincidence,q6_insint_vocal,q6_insint_instr,quality
7891_0,NLB126414_01,NLB126292_01,0,61,0.0,0.15384615384615385,nan,nan,0.4262295081967213,0.0,26,0.05,3.155701754385966,0.0,0.06321839080459779,-0.13793103448275862,2.423076923076923,nan,1.0
7891_0,NLB126414_01,NLB175733_01,-4,60,0.0,0.14814814814814814,nan,nan,0.45,0.0,27,0.05084745762711865,3.155701754385966,-0.494668421632466,0.06321839080459779,-0.13793103448275862,2.7777777777777777,nan,0.9
7891_0,NLB126414_01,NLB176298_01,-11,60,0.0,0.14814814814814814,nan,nan,0.45,0.0,27,0.0847457627118644,2.022368421052631,-0.09777526417037498,0.029885057471264465,0.2620689655172414,2.7777777777777777,nan,0.9333333333333333
7891_0,NLB126414_01,NLB123890_01,-4,75,-0.02702702702702703,0.08333333333333333,0.0,0.08333333333333333,0.16,0.05333333333333334,8,0.08108108108108109,1.1973684210526319,-7.8339488451753905,0.1882183908045978,0.3620689655172414,4.416666666666667,2.75,0.45569620253164556
7891_0,NLB126414_01,NLB180781_01,-1,60,0.0,0.14814814814814814,0.0,0.14814814814814814,0.45,0.03333333333333333,25,0.06779661016949153,2.022368421052631,-0.8744154264526748,0.029885057471264465,0.2620689655172414,2.7777777777777777,1.0,0.8709677419354839
7891_0,NLB126414_01,NLB176157_01,-4,59,0.0,0.17857142857142858,0.0,0.17857142857142858,0.4745762711864407,0.05084745762711865,25,0.08620689655172414,2.022368421052631,-0.6109840471153296,0.029885057471264465,0.2620689655172414,2.75,1.3333333333333333,0.8870967741935484
7891_0,NLB126414_01,NLB179290_01,-2,61,0.016666666666666666,0.15384615384615385,0.0,0.15384615384615385,0.4262295081967213,0.01639344262295082,25,0.03333333333333333,2.022368421052631,-2.263230083629994,0.029885057471264465,0.2620689655172414,2.423076923076923,2.0,0.9032258064516129
7891_0,NLB126414_01,NLB199731_01,-2,58,0.017543859649122806,0.13793103448275862,nan,nan,0.5,0.0,29,0.05263157894736842,3.155701754385966,0.328276299421937,0.06321839080459779,-0.13793103448275862,2.7241379310344827,nan,0.9137931034482759
7891_0,NLB126414_01,NLB199732_01,-2,61,0.016666666666666666,0.15384615384615385,0.0,0.15384615384615385,0.4262295081967213,0.01639344262295082,25,0.03333333333333333,2.022368421052631,-2.263230083629994,0.029885057471264465,0.2620689655172414,2.423076923076923,2.0,0.9032258064516129
7891_0,NLB126414_01,NLB167104_01,-4,61,0.0,0.15384615384615385,0.0,0.15384615384615385,0.4262295081967213,0.08196721311475409,21,0.08333333333333333,2.022368421052631,-0.057245792268905325,0.029885057471264465,0.2620689655172414,2.423076923076923,2.4,0.8939393939393939
7891_0,NLB126414_01,NLB179440_01,-9,60,-0.01694915254237288,0.14814814814814814,0.0,0.14814814814814814,0.45,0.03333333333333333,25,0.0847457627118644,2.022368421052631,-0.7744153818500201,0.029885057471264465,0.2620689655172414,2.7777777777777777,1.0,0.9032258064516129
7891_0,NLB127015_01,NLB125823_01,-2,56,0.01818181818181818,0.13793103448275862,0.0,0.13793103448275862,0.5178571428571429,0.03571428571428571,27,0.09090909090909091,0.8220720720720713,-0.6035004995373326,0.09852941176470587,0.3588235294117647,2.586206896551724,7.0,0.8793103448275862
7891_0,NLB127015_01,NLB126276_01,0,57,0.0,0.17857142857142858,nan,nan,0.49122807017543857,0.0,28,0.05357142857142857,2.988738738738739,0.0,0.056862745098039236,-0.1411764705882353,2.357142857142857,nan,1.0
7891_0,NLB127015_01,NLB126292_01,2,60,0.0,0.16,0.0,0.16,0.4166666666666667,0.016666666666666666,24,0.05084745762711865,2.988738738738739,0.1335310143283039,0.056862745098039236,-0.1411764705882353,2.36,12.0,0.9672131147540983
7891_0,NLB127015_01,NLB175733_01,-2,60,0.0,0.16,nan,nan,0.4166666666666667,0.0,25,0.05084745762711865,2.988738738738739,-0.11329904246037902,0.056862745098039236,-0.1411764705882353,2.36,nan,0.9
7891_0,NLB127015_01,NLB176298_01,-9,60,0.0,0.16,nan,nan,0.4166666666666667,0.0,25,0.0847457627118644,1.8554054054054046,0.11846943527107089,0.02352941176470591,0.25882352941176473,2.36,nan,0.9166666666666666
7891_0,NLB127015_01,NLB123890_01,-2,75,-0.02702702702702703,0.0,0.0,0.0,0.13333333333333333,0.05333333333333334,6,0.08108108108108109,1.0270270270270272,-7.621063564281228,0.18186274509803924,0.3588235294117647,3.9,2.75,0.46835443037974683
7891_0,NLB127015_01,NLB180781_01,1,60,0.0,0.16,0.0,0.16,0.4166666666666667,0.03333333333333333,23,0.06779661016949153,1.8554054054054046,-0.7292501859949789,0.02352941176470591,0.25882352941176473,2.36,1.0,0.8548387096774194
7891_0,NLB127015_01,NLB176157_01,-2,58,0.0,0.18518518518518517,0.0,0.18518518518518517,0.46551724137931033,0.06896551724137931,23,0.08771929824561403,1.8554054054054046,-0.11019091622352022,0.02352941176470591,0.25882352941176473,2.7037037037037037,3.0,0.8870967741935484
7891_0,NLB127015_01,NLB179290_01,0,60,0.01694915254237288,0.16,0.0,0.16,0.4166666666666667,0.03333333333333333,23,0.03389830508474576,1.5304054054054053,-0.8191700609635341,0.036029411764705865,0.10882352941176471,2.36,3.5,0.9032258064516129
7891_0,NLB127015_01,NLB199731_01,0,58,0.017543859649122806,0.14814814814814814,nan,nan,0.46551724137931033,0.0,27,0.05263157894736842,2.988738738738739,0.6595322508174625,0.056862745098039236,-0.1411764705882353,2.3333333333333335,nan,0.896551724137931
7891_0,NLB127015_01,NLB199732_01,0,60,0.01694915254237288,0.16,0.0,0.16,0.4166666666666667,0.03333333333333333,23,0.03389830508474576,1.5304054054054053,-0.8191700609635341,0.036029411764705865,0.10882352941176471,2.36,3.5,0.9032258064516129
7891_0,NLB127015_01,NLB167104_01,-2,60,0.0,0.16,0.16666666666666666,-0.006666666666666654,0.4166666666666667,0.1,19,0.0847457627118644,1.8554054054054046,-0.1897309361836506,0.02352941176470591,0.25882352941176473,2.36,3.3333333333333335,0.8636363636363636
7891_0,NLB127015_01,NLB179440_01,-7,60,-0.01694915254237288,0.16,0.0,0.16,0.4166666666666667,0.03333333333333333,23,0.0847457627118644,1.8554054054054046,-0.4165538207918301,0.02352941176470591,0.25882352941176473,2.36,1.0,0.9032258064516129
7891_0,NLB175848_01,NLB125823_01,-5,58,0.03508771929824561,0.0,nan,nan,0.08620689655172414,0.0,5,0.017543859649122806,0.4788135593220346,-2.6297480019099546,0.25,0.4365079365079365,3.4,nan,0.896551724137931
7891_0,NLB175848_01,NLB126276_01,-3,57,0.0,0.0,nan,nan,0.10526315789473684,0.0,6,-0.017857142857142856,-4.771186440677965,-1.0321550741163055,0.0,-0.06349206349206349,2.5,nan,0.9473684210526315
7891_0,NLB175848_01,NLB126292_01,-1,61,0.0,0.0,nan,nan,0.03278688524590164,0.0,2,-0.016666666666666666,-4.771186440677965,-1.9382342379315654,0.0,-0.06349206349206349,1.5,nan,0.9180327868852459
7891_0,NLB175848_01,NLB175733_01,-5,60,0.0,0.0,nan,nan,0.05,0.0,3,-0.01694915254237288,nan,0.04824652417514005,nan,nan,4.0,nan,0.9666666666666667
7891_0,NLB175848_01,NLB176298_01,-12,60,0.0,0.0,nan,nan,0.05,0.0,3,0.01694915254237288,-4.771186440677965,0.08362730857024274,0.0,-0.06349206349206349,4.0,nan,0.9333333333333333
7891_0,NLB175848_01,NLB123890_01,-5,62,-0.01639344262295082,0.0,0.0,0.0,0.016129032258064516,0.27419354838709675,-16,0.03278688524590164,0.4788135593220346,-1.4649758945990647,0.25,0.4365079365079365,2.0,2.764705882352941,0.6031746031746031
7891_0,NLB175848_01,NLB180781_01,-2,61,0.0,0.0,0.0,0.0,0.03278688524590164,0.01639344262295082,1,0.0,-4.771186440677965,-0.5175538015704423,0.0,-0.06349206349206349,5.0,1.0,0.8709677419354839
7891_0,NLB175848_01,NLB176157_01,-5,60,0.0,0.0,0.0,0.0,0.05,0.03333333333333333,1,0.01694915254237288,-4.771186440677965,-1.8186401844101039,0.0,-0.06349206349206349,4.333333333333333,1.5,0.9193548387096774
7891_0,NLB175848_01,NLB179290_01,-3,62,0.03278688524590164,0.0,nan,nan,0.016129032258064516,0.0,1,-0.03278688524590164,nan,0.4794325052973823,nan,nan,1.0,nan,0.9516129032258065
7891_0,NLB175848_01,NLB199731_01,-3,58,0.03508771929824561,0.0,nan,nan,0.08620689655172414,0.0,5,-0.017543859649122806,nan,0.7281573145528308,nan,nan,3.0,nan,0.9137931034482759
7891_0,NLB175848_01,NLB199732_01,-3,62,0.03278688524590164,0.0,nan,nan,0.016129032258064516,0.0,1,-0.03278688524590164,nan,0.4794325052973823,nan,nan,1.0,nan,0.9516129032258065
7891_0,NLB175848_01,NLB167104_01,-5,62,0.01639344262295082,0.0,0.0,0.0,0.016129032258064516,0.06451612903225806,-3,0.01639344262295082,-4.771186440677965,-2.192037470725994,0.0,-0.06349206349206349,2.0,4.75,0.8888888888888888
7891_0,NLB175848_01,NLB179440_01,-10,61,0.0,0.0,0.0,0.0,0.03278688524590164,0.01639344262295082,1,0.016666666666666666,-4.771186440677965,-0.41378005660108436,0.0,-0.06349206349206349,5.0,1.0,0.9354838709677419
7891_0,NLB111790_01,NLB125823_01,-2,58,0.03508771929824561,0.0,nan,nan,0.06896551724137931,0.0,4,0.05263157894736842,-3.821428571428571,-2.5147681135624094,0.1626344086021505,0.8709677419354839,4.0,nan,0.896551724137931
7891_0,NLB111790_01,NLB126276_01,0,57,0.0,0.2,nan,nan,0.08771929824561403,0.0,5,0.017857142857142856,-3.321428571428571,-1.1466782680546599,-0.0040322580645161255,0.8709677419354839,2.8,nan,0.9649122807017544
7891_0,NLB111790_01,NLB126292_01,2,61,0.0,0.0,nan,nan,0.01639344262295082,0.0,1,0.016666666666666666,-3.321428571428571,-1.8149823284913122,-0.0040322580645161255,0.8709677419354839,2.0,nan,0.9508196721311475
7891_0,NLB111790_01,NLB175733_01,-2,60,0.0,0.0,nan,nan,0.03333333333333333,0.0,2,0.01694915254237288,-3.321428571428571,0.1233968298805853,-0.0040322580645161255,0.8709677419354839,5.0,nan,0.95
7891_0,NLB111790_01,NLB176298_01,-9,60,0.0,0.0,nan,nan,0.03333333333333333,0.0,2,0.05084745762711865,-3.321428571428571,0.1825939577287039,-0.0040322580645161255,0.8709677419354839,5.0,nan,0.95
7891_0,NLB111790_01,NLB123890_01,-2,61,-0.016666666666666666,0.0,0.0,0.0,0.01639344262295082,0.29508196721311475,-17,0.06666666666666667,-3.696428571428571,-1.8031832159254493,0.12096774193548387,0.8709677419354839,2.0,2.8333333333333335,0.5967741935483871
7891_0,NLB111790_01,NLB180781_01,1,60,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0,0.03389830508474576,-3.321428571428571,-0.41354613257277234,-0.0040322580645161255,0.8709677419354839,5.0,1.0,0.8870967741935484
7891_0,NLB111790_01,NLB176157_01,-2,59,0.0,0.0,0.0,0.0,0.05084745762711865,0.05084745762711865,0,0.05172413793103448,-3.321428571428571,-1.8357211888041085,-0.0040322580645161255,0.8709677419354839,5.0,1.3333333333333333,0.9193548387096774
7891_0,NLB111790_01,NLB179290_01,0,62,0.01639344262295082,nan,nan,nan,0.0,0.0,0,0.0,nan,0.5314900153609831,nan,nan,nan,nan,0.967741935483871
7891_0,NLB111790_01,NLB199731_01,0,58,0.017543859649122806,0.0,nan,nan,0.06896551724137931,0.0,4,0.017543859649122806,-3.321428571428571,0.8030272716742758,-0.0040322580645161255,0.8709677419354839,3.5,nan,0.9310344827586207
7891_0,NLB111790_01,NLB199732_01,0,62,0.01639344262295082,nan,nan,nan,0.0,0.0,0,0.0,nan,0.5314900153609831,nan,nan,nan,nan,0.967741935483871
7891_0,NLB111790_01,NLB167104_01,-2,61,0.016666666666666666,0.0,0.0,0.0,0.01639344262295082,0.08196721311475409,-4,0.05,-3.321428571428571,-2.0623601185589733,-0.0040322580645161255,0.8709677419354839,2.0,4.0,0.9193548387096774
7891_0,NLB111790_01,NLB179440_01,-7,60,-0.01694915254237288,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0,0.05084745762711865,-3.321428571428571,-0.3043232628811732,-0.0040322580645161255,0.8709677419354839,5.0,1.0,0.9516129032258065
8088_0,NLB111737_01,NLB125834_01,-11,51,-0.08,0.0,0.09090909090909091,-0.09090909090909091,0.0196078431372549,0.21568627450980393,-10,0.0,nan,-7.324758456239511,nan,nan,5.0,2.1,0.23076923076923078
8088_0,NLB111737_01,NLB125860_01,-9,47,-0.043478260869565216,0.0,0.14285714285714285,-0.14285714285714285,0.10638297872340426,0.14893617021276595,-2,0.0,nan,-4.423813426550628,nan,nan,4.4,2.6666666666666665,0.21153846153846154
8088_0,NLB111737_01,NLB147032_01,-11,51,-0.1,0.0,0.0,0.0,0.0196078431372549,0.13725490196078433,-6,0.0,nan,-4.311779208857532,nan,nan,5.0,2.142857142857143,0.21153846153846154
8088_0,NLB112002_01,NLB125834_01,-7,54,-0.018867924528301886,0.0,0.0,0.0,0.07407407407407407,0.14814814814814814,-4,0.0,nan,-1.2766782228845455,nan,nan,1.3333333333333333,2.625,0.6206896551724138
8088_0,NLB112002_01,NLB125860_01,-5,49,0.041666666666666664,0.0,0.0,0.0,0.1836734693877551,0.10204081632653061,4,0.0,nan,-2.7630915013880917,nan,nan,3.111111111111111,1.6,0.5740740740740741
8088_0,NLB112002_01,NLB147032_01,-7,53,0.0,0.4,0.0,0.4,0.09433962264150944,0.09433962264150944,0,0.0,nan,-0.06636699785480407,nan,nan,2.6,1.4,0.7068965517241379
8088_0,NLB139323_01,NLB125834_01,-7,52,-0.0392156862745098,0.0,0.0,0.0,0.07692307692307693,0.19230769230769232,-6,0.0,nan,-2.932289633109564,nan,nan,2.6666666666666665,2.5,0.5357142857142857
8088_0,NLB139323_01,NLB125860_01,-5,46,0.0,0.2,0.0,0.2,0.21739130434782608,0.17391304347826086,2,0.0,nan,-4.4943805433223885,nan,nan,2.4,1.625,0.5925925925925926
8088_0,NLB139323_01,NLB147032_01,-7,52,-0.0784313725490196,0.0,0.0,0.0,0.07692307692307693,0.11538461538461539,-2,0.0,nan,-2.762773763925115,nan,nan,3.75,3.0,0.6071428571428571
8088_0,NLB151359_01,NLB125834_01,-9,58,-0.03508771929824561,0.0,0.0,0.0,0.05172413793103448,0.06896551724137931,-1,0.0,nan,-2.0909519334800564,nan,nan,2.3333333333333335,2.75,0.26229508196721313
8088_0,NLB151359_01,NLB125860_01,-7,50,0.04081632653061224,0.36363636363636365,0.25,0.11363636363636365,0.22,0.08,7,0.0,nan,-4.991672575565192,nan,nan,1.5454545454545454,1.0,0.25925925925925924
8088_0,NLB151359_01,NLB147032_01,-9,55,0.0,0.0,0.0,0.0,0.10909090909090909,0.05454545454545454,3,0.0,nan,-2.1698121671878012,nan,nan,1.8333333333333333,3.3333333333333335,0.27586206896551724
8088_0,NLB146540_01,NLB125834_01,-11,34,-0.06060606060606061,nan,0.10714285714285714,nan,0.0,0.8235294117647058,-28,0.0,nan,-8.37983193277311,nan,nan,nan,2.2222222222222223,0.47058823529411764
8088_0,NLB146540_01,NLB125860_01,-9,34,0.06060606060606061,nan,0.2,nan,0.0,0.5882352941176471,-20,0.0,nan,-7.638655462184876,nan,nan,nan,1.7894736842105263,0.4411764705882353
